Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
The Wise Man's Fear,Patrick Rothfuss,"",9780756404734,hardcover,read,2015/08/09,2016/05/31,2016/05/31,1,"",,,,,,,4.0,,"",,"fantasy, favorites",No
Dance Dance Dance,Haruki Murakami,Alfred Birnbaum (Translator),9780679753797,paperback,to-read,2022/01/19,"","",0,"",,,,,,,,,"",,"",Yes
The Future We Choose: Surviving the Climate Crisis,"Christiana Figueres, Tom Rivett-Carnac","",9780525658351,hardcover,to-read,2021/03/30,"","",0,"",,,,,,,,,"",,"",No
Exit Management,Naomi Booth,"",9781911585701,paperback,to-read,2022/03/28,"","",0,"",,,,,,,,,"",,"",No
Asleep,Banana Yoshimoto,Michael Emmerich,9780571205370,paperback,to-read,2022/12/31,"","",0,"",,,,,,,,,"",,"",No
The Handmaid's Tale,Margaret Atwood,"",9780307264602,hardcover,read,2016/12/02,2017/01/12,2017/01/12,1,"",,,,,,,4.0,,"",,"literary-fiction, classics",No
The Wind-Up Bird Chronicle,Haruki Murakami,Jay Rubin,9780965341981,paperback,to-read,2022/01/19,"","",0,"",,,,,,,,,"",,"",Yes
Blood of Dragons,Robin Hobb,"",9780062116871,digital,to-read,2017/03/04,"","",0,"",,,,,,,,,"",,"",No
Dark Tourist: Essays,Hasanthika Sirisena,"",9780814258125,paperback,to-read,2023/01/01,"","",0,"",,,,,,,,,"",,"",No
The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,"",9780805092998,hardcover,to-read,2018/06/02,"","",0,"",,,,,,,,,"",,non-fiction,No
A Game of Thrones,George R.R. Martin,"",9780553588484,paperback,read,2015/01/06,"","",2,"",,,,,,,4.0,,"",,fantasy,Yes
The Dud Avocado,Elaine Dundy,Terry Teachout (Contributor),9781590172322,paperback,to-read,2022/07/13,"","",0,"",,,,,,,,,"",,"",No
Blood of Elves,Andrzej Sapkowski,"",9780316029193,paperback,to-read,2015/07/19,"","",0,"",,,,,,,,,"",,fantasy,No
The Hunger Games,Suzanne Collins,"",9780439023481,hardcover,read,2015/08/12,"","",1,"",,,,,,,4.0,,"",,fantasy,Yes
Mockingjay,Suzanne Collins,"",9780439023511,hardcover,read,2015/08/12,"","",1,"",,,,,,,2.0,,"",,fantasy,Yes
Parable of the Sower,Octavia E. Butler,"",9780446675505,paperback,to-read,2019/05/27,"","",0,"",,,,,,,,,"",,fantasy,No
"Korean Art from 1953: Collision, Innovation and Interaction","Sunjung Kim, Keith B. Wagner, Shim Chung Yeon, Kimberly Chung","",,,to-read,2022/09/14,"","",0,"",,,,,,,,,"",,"",No
Harry Potter and the Goblet of Fire,J.K. Rowling,Mary GrandPré (Illustrator),9780439139601,paperback,to-read,2016/05/20,"","",0,"",,,,,,,,,"",,fantasy,No
Vicious,V.E. Schwab,"",9780765335340,hardcover,to-read,2018/06/02,"","",0,"",,,,,,,,,"",,fantasy,No
Token Economy: How the Web3 reinvents the Internet,Shermin Voshmgir,"",9783982103815,hardcover,to-read,2022/01/02,"","",0,"",,,,,,,,,"",,"",No
The Setting Sun,Osamu Dazai,Donald Keene (Translator),9780811200325,paperback,to-read,2023/01/01,"","",0,"",,,,,,,,,"",,"",No
Pale Blue Dot: A Vision of the Human Future in Space,"Carl Sagan, Ann Druyan","",9780345376596,paperback,to-read,2022/06/12,"","",0,"",,,,,,,,,"",,"",No
Oathbringer,Brandon Sanderson,"",9780765326379,hardcover,read,2015/07/16,2018/05/26,2018/05/26,1,"",,,,,,,4.0,,"",,fantasy,No
A Time of Gifts: On Foot to Constantinople: From the Hook of Holland to the Middle Danube,Patrick Leigh Fermor,"",9781590171653,paperback,to-read,2022/07/13,"","",0,"",,,,,,,,,"",,"",No
Jane Eyre,Charlotte Brontë,"",9780679405825,hardcover,to-read,2016/12/02,"","",0,"",,,,,,,,,"",,"literary-fiction, classics",No
Leonardo Da Vinci,Walter Isaacson,"",9781501139154,hardcover,to-read,2018/06/02,"","",0,"",,,,,,,,,"",,"history, non-fiction",No
Word Perfect: Etymological Entertainment For Every Day of the Year,Susie Dent,"",9781529311518,hardcover,to-read,2022/01/16,"","",0,"",,,,,,,,,"",,"",No
The Republic of Thieves,Scott Lynch,"",9780553804690,hardcover,to-read,2015/08/09,"","",0,"",,,,,,,,,"",,fantasy,No
Four Treasures of the Sky,Jenny Tinghui Zhang,"",9781250811783,hardcover,to-read,2022/11/22,"","",0,"",,,,,,,,,"",,"",No
The Woman in the Dunes,Kōbō Abe,"E. Dale Saunders (Translator), Machi Abe (Illustrator)",9780679733782,paperback,to-read,2022/06/08,"","",0,"",,,,,,,,,"",,"",No
The Poppy War,R.F. Kuang,"",9780062662590,digital,to-read,2022/01/17,"","",0,"",,,,,,,,,"",,"",No
Austerity: The History of a Dangerous Idea,Mark Blyth,"",9780199828302,hardcover,to-read,2017/02/08,"","",0,"",,,,,,,,,"",,non-fiction,No
Beasts of a Little Land,Juhea Kim,"",9780063093577,hardcover,to-read,2022/01/13,"","",0,"",,,,,,,,,"",,"",No
Dirty Snow,Georges Simenon,"Marc Romano, William T. Vollmann",9781590170434,paperback,to-read,2022/07/13,"","",0,"",,,,,,,,,"",,"",No
The Remains of the Day,Kazuo Ishiguro,"",9780307961440,hardcover,read,2022/01/11,2022/01/29,2022/01/13-2022/01/29,1,"emotional, hopeful, reflective, relaxing",slow,Character,Yes,Yes,No,Yes,4.5,"","","","",Yes
Il trono ombra,Django Wexler,Stefano Sereno (Translator),9780091950583,digital,to-read,2015/07/19,"","",0,"",,,,,,,,,"",,fantasy,No
The Art of Statistics: How to Learn from Data,David Spiegelhalter,"",9781541618510,hardcover,to-read,2022/02/06,"","",0,"",,,,,,,,,"",,"",No
Sword of Destiny,Andrzej Sapkowski,David A French (Translator),9780316389716,digital,to-read,2022/01/07,"","",0,"",,,,,,,,,"",,"",Yes
The Colony,Audrey Magee,"",9780374606527,hardcover,to-read,2022/11/19,"","",0,"",,,,,,,,,"",,"",No
Neuromancer,William Gibson,"James Warhola, James Warhola (Illustrator), James Warhola (Illustrator)",9780441569564,paperback,read,2020/12/25,2021/08/02,2021/08/02,1,"",,,,,,,4.0,,"",,"",No
The Buried Giant,Kazuo Ishiguro,"",9780307455796,paperback,to-read,2023/02/08,"","",0,"",,,,,,,,,"",,"",Yes
The Dangers of Smoking in Bed,Mariana Enríquez,Megan McDowell (Translator),9781783786725,digital,to-read,2021/12/22,"","",0,"",,,,,,,,,"",,"",Yes
The Post-Office Girl,Stefan Zweig,Joel Rotenberg (Translator),9781590172629,paperback,to-read,2022/07/13,"","",0,"",,,,,,,,,"",,"",No
Blackshirts and Reds: Rational Fascism and the Overthrow of Communism,Michael Parenti,"",9780872863293,paperback,to-read,2022/11/06,"","",0,"",,,,,,,,,"",,"",No
Days Without End,Sebastian Barry,"",9780525427360,hardcover,to-read,2017/01/15,"","",0,"",,,,,,,,,"",,literary-fiction,No
Dragon Keeper,Robin Hobb,"",9780061966149,digital,read,2022/04/13,2022/07/26,2022/04/13-2022/07/26,1,adventurous,fast,"","","","","",4.0,,"","",fantasy,No
Bloodchild and Other Stories,Octavia E. Butler,"",9781583226988,paperback,to-read,2017/01/14,"","",0,"",,,,,,,,,"",,science-fiction,No
The Art of Happiness,Epicurus,George K. Strodach (Translator),9780143107217,paperback,to-read,2022/06/08,"","",0,"",,,,,,,,,"",,"",No
The Employees: A Workplace Novel of the 22nd Century,Olga Ravn,Martin Aitken (Translator),9781999992880,paperback,to-read,2022/12/26,"","",0,"",,,,,,,,,"",,"",No
"No Good Men Among the Living: America, the Taliban, and the War Through Afghan Eyes",Anand Gopal,"",9780805091793,hardcover,to-read,2018/06/02,"","",0,"",,,,,,,,,"",,non-fiction,No
The Three-Body Problem,Cixin Liu,Ken Liu (Translator),9780765377067,hardcover,to-read,2022/04/24,"","",0,"",,,,,,,,,"",,"",No
Dreams of Steel,Glen Cook,"",9780812502107,paperback,to-read,2015/07/19,"","",0,"",,,,,,,,,"",,fantasy,No
Harry Potter and the Sorcerer's Stone,J.K. Rowling,Mary Grandpré (Illustrator),9780590353427,paperback,to-read,2016/05/20,"","",0,"",,,,,,,,,"",,fantasy,No
Midwest Futures,Phil Christman,"",9781948742610,hardcover,to-read,2022/06/09,"","",0,"",,,,,,,,,"",,"",No
Silas Marner,George Eliot,"",9780884112754,hardcover,to-read,2022/01/10,"","",0,"",,,,,,,,,"",,"",No
The Bear and the Paving Stone,Toshiyuki Horie,Geraint Howells (Translator),9781782274377,paperback,to-read,2023/01/01,"","",0,"",,,,,,,,,"",,"",No
Running in the Family,Michael Ondaatje,"",9780679746690,paperback,to-read,2023/01/01,"","",0,"",,,,,,,,,"",,"",No
The Refusal of Work: Rethinking Post-Work Theory and Practice,David Frayne,"",,,to-read,2021/12/12,"","",0,"",,,,,,,,,"",,"",Yes
In Cold Blood,Truman Capote,"",9780679745587,paperback,to-read,2023/01/02,"","",0,"",,,,,,,,,"",,"",No
Einstein's Dreams,Alan Lightman,"",9781400077809,paperback,to-read,2022/12/31,"","",0,"",,,,,,,,,"",,"",No
Assassin's Quest,Robin Hobb,"",9780553565690,paperback,read,2015/08/11,2016/08/21,2016/08/21,1,"",,,,,,,2.0,,"",,fantasy,No
The Dragon Keeper,Robin Hobb,"",9780007273744,hardcover,to-read,2015/07/30,"","",0,"",,,,,,,,,"",,"",No
Narrative Economics: How Stories Go Viral and Drive Major Economic Events,Robert J. Shiller,"",9780691182292,hardcover,to-read,2022/01/02,"","",0,"",,,,,,,,,"",,"",No
The Way of Kings,Brandon Sanderson,"",9780765326355,hardcover,read,2015/07/16,2017/07/14,2017/07/14,1,"",,,,,,,5.0,,"",,fantasy,No
"The Boys, Volume 1: The Name of the Game",Garth Ennis,Darick Robertson (Illustrator),9789133305466,paperback,to-read,2020/05/23,"","",0,"",,,,,,,,,"",,"",No
Drifting House,Krys Lee,"",9780670023257,hardcover,to-read,2018/06/28,"","",0,"",,,,,,,,,"",,international,No
Edgedancer: From the Stormlight Archive,Brandon Sanderson,"",9781250166548,hardcover,to-read,2018/05/29,"","",0,"",,,,,,,,,"",,fantasy,No
The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,"",9780345453747,paperback,to-read,2017/01/06,"","",0,"",,,,,,,,,"",,science-fiction,No
How Far the Light Reaches: A Life in Ten Sea Creatures,Sabrina Imbler,Simon Ban (Illustrator),9780316540537,hardcover,to-read,2022/12/26,"","",0,"",,,,,,,,,"",,"",No
The Fifth Elephant,Terry Pratchett,"",9780857524164,hardcover,to-read,2017/05/15,"","",0,"",,,,,,,,,"",,fantasy,No
Carnality,Lina Wolff,Frank Perry (Translator),9781635420746,paperback,to-read,2022/09/03,"","",0,"",,,,,,,,,"",,"",No
The Emissary,Yōko Tawada,Margaret Mitsutani (Translator),9780811227629,paperback,to-read,2022/02/24,"","",0,"",,,,,,,,,"",,"",No
The Summer Book,Tove Jansson,"Thomas Teal (Translator), Esther Freud (Contributor)",9780954221713,paperback,to-read,2018/04/21,"","",0,"",,,,,,,,,"",,literary-fiction,No
Children of Time,Adrian Tchaikovsky,"",9781447273288,hardcover,to-read,2022/06/08,"","",0,"",,,,,,,,,"",,"",No
Lucky Jim,Kingsley Amis,David Lodge,"",paperback,to-read,2022/07/13,"","",0,"",,,,,,,,,"",,"",No
The Forever War,Joe Haldeman,"",9780060510862,paperback,to-read,2022/06/08,"","",0,"",,,,,,,,,"",,"",No
Winter in Sokcho,Elisa Shua Dusapin,Aneesa Abbas Higgins (Translator),9781911547549,paperback,read,2022/01/12,2022/03/07,2022/03/05-2022/03/07,1,"dark, reflective, relaxing",slow,Character,No,No,"",Yes,3.25,"","","","",Yes
The White Book,Han Kang,"",9780525573067,hardcover,to-read,2022/11/13,"","",0,"",,,,,,,,,"",,"",No
No Longer Human,Osamu Dazai,Donald Keene (Translator),9780811204811,paperback,read,2022/06/08,2023/01/10,2023/01/02-2023/01/10,1,"challenging, dark, emotional, sad",fast,Character,Yes,No,No,Yes,4.5,"","Graphic: Rape, Alcoholism, and Suicide attempt; ","","",Yes
"The Long Way to a Small, Angry Planet",Becky Chambers,"",9781473619791,hardcover,to-read,2017/01/15,"","",0,"",,,,,,,,,"",,science-fiction,Yes
The Neverending Story,Michael Ende,Ralph Manheim (Translator),9780525457589,hardcover,to-read,2017/01/06,"","",0,"",,,,,,,,,"",,fantasy,No
Lapvona,Ottessa Moshfegh,"",9780593300268,hardcover,to-read,2022/09/03,"","",0,"",,,,,,,,,"",,"",No
Grokking Algorithms: An Illustrated Guide for Programmers and Other Curious People,Aditya Y. Bhargava,"",9781617292231,paperback,to-read,2021/07/09,"","",0,"",,,,,,,,,"",,"",Yes
Sun and Steel,Yukio Mishima,John Bester,9784770029034,paperback,to-read,2022/06/08,"","",0,"",,,,,,,,,"",,"",No
Caesar's Last Breath: Decoding the Secrets of the Air Around Us,Sam Kean,"",9780316381642,hardcover,to-read,2018/06/02,"","",0,"",,,,,,,,,"",,non-fiction,No
"The Sandman, Vol. 3: Dream Country",Neil Gaiman,"Kelley Jones (Illustrator), Charles Vess (Illustrator), Colleen Doran (Illustrator), Malcolm Jones III (Illustrator), Steve Erickson (Illustrator)",9781563892264,hardcover,to-read,2015/08/15,"","",0,"",,,,,,,,,"",,fantasy,No
Good to Great: Why Some Companies Make the Leap...and Others Don't,James C. Collins,"",9780066620992,hardcover,to-read,2021/03/30,"","",0,"",,,,,,,,,"",,"",No
The Value of a Whale: On the Illusions of Green Capitalism,Adrienne Buller,"",9781526162632,paperback,to-read,2022/12/26,"","",0,"",,,,,,,,,"",,"",No
A Month in the Country,J. L. Carr,"",9780940322479,paperback,to-read,2022/07/13,"","",0,"",,,,,,,,,"",,"",No
Stalin's Library: A Dictator and his Books,Geoffrey Roberts,"",9780300179040,hardcover,to-read,2022/06/24,"","",0,"",,,,,,,,,"",,"",No
The Stranger,Albert Camus,Matthew Ward (Translator),9780881032475,hardcover,read,2022/01/12,2022/12/19,2022/12/12-2022/12/19,1,"dark, emotional, reflective, sad",,"","",No,"",Yes,5.0,"","","","",No
"Shadows of Carcosa: Tales of Cosmic Horror by Lovecraft, Chambers, Machen, Poe, and Other Masters of the Weird","Robert W. Chambers, Arthur Machen, Edgar Allan Poe, Ambrose Bierce, H.P. Lovecraft","",,,to-read,2023/02/08,"","",0,"",,,,,,,,,"",,"",Yes
Pawn of Prophecy,David Eddings,"",9780345468642,paperback,to-read,2017/01/06,"","",0,"",,,,,,,,,"",,fantasy,No
Whites: On Race and Other Falsehoods,Otegha Uwagba,"",9780008440428,paperback,to-read,2023/01/01,"","",0,"",,,,,,,,,"",,"",No
A Wild Sheep Chase,Haruki Murakami,"",9780375718946,paperback,read,2022/03/26,2022/07/12,2022/06/23-2022/07/12,1,"adventurous, emotional, reflective",medium,A mix,"","","","",3.0,"","","","",No
Notes on a Foreign Country: An American Abroad in a Post-American World,Suzy Hansen,"",9780374280048,hardcover,to-read,2018/06/02,"","",0,"",,,,,,,,,"",,non-fiction,No
Skinship,Yoon Choi,"",9780593318225,digital,to-read,2021/12/22,"","",0,"",,,,,,,,,"",,"",Yes
A Crown of Swords,Robert Jordan,"",9780812550283,paperback,to-read,2015/08/09,"","",0,"",,,,,,,,,"",,fantasy,No
The Loneliest Americans,Jay Caspian Kang,"",9780525576228,hardcover,to-read,2022/02/05,"","",0,"",,,,,,,,,"",,"",No
How to Hide an Empire: A History of the Greater United States,Daniel Immerwahr,"",9780374172145,hardcover,to-read,2022/07/30,"","",0,"",,,,,,,,,"",,"",No
Bring the War Home: The White Power Movement and Paramilitary America,Kathleen Belew,"",,,to-read,2022/07/30,"","",0,"",,,,,,,,,"",,"",No
The Fires of Heaven,Robert Jordan,"",9781857232097,paperback,to-read,2015/08/09,"","",0,"",,,,,,,,,"",,fantasy,No
The White Rose,Glen Cook,"",9780812508444,paperback,to-read,2015/07/19,"","",0,"",,,,,,,,,"",,fantasy,No
Victoria: The Queen: An Intimate Biography of the Woman Who Ruled an Empire,Julia Baird,"",9781400069880,hardcover,to-read,2018/06/02,"","",0,"",,,,,,,,,"",,"history, non-fiction",No
Train Dreams: A Novella,Denis Johnson,"",9781250007650,paperback,to-read,2023/01/02,"","",0,"",,,,,,,,,"",,"",No
The Sympathizer,Viet Thanh Nguyen,"",9780802123459,hardcover,to-read,2017/05/08,"","",0,"",,,,,,,,,"",,"",No
A Pitiless Rain,Glen Cook,"","",,to-read,2015/07/19,"","",0,"",,,,,,,,,"",,fantasy,No
The Golden Fool,Robin Hobb,"",9780007585908,paperback,read,2015/08/11,2018/07/04,2018/07/04,1,"",,,,,,,5.0,,"",,"fantasy, favorites",No
Dispatches,Michael Herr,"",9780679735250,paperback,to-read,2018/04/21,"","",0,"",,,,,,,,,"",,non-fiction,No
Seveneves,Neal Stephenson,"",9780062190413,digital,to-read,2017/01/09,"","",0,"",,,,,,,,,"",,science-fiction,No
"Kim Jiyoung, Born 1982",Cho Nam-Joo,Jamie Chang (Translator),9781487007003,digital,read,2021/12/11,2022/01/04,2022/01/03-2022/01/04,1,"emotional, reflective, sad",medium,Character,Yes,It's complicated,No,"",4.5,"","","","",Yes
Paladin's Grace,T. Kingfisher,"",9781393557159,digital,to-read,2022/08/19,"","",0,"",,,,,,,,,"",,"",No
My Year Abroad,Chang-rae Lee,"",9780593396025,paperback,to-read,2022/04/08,"","",0,"",,,,,,,,,"",,"",No
Mountain of Black Glass,Tad Williams,"",9780886779061,paperback,to-read,2017/12/09,"","",0,"",,,,,,,,,"",,fantasy,No
The First Law Trilogy Boxed Set,Joe Abercrombie,"","",,to-read,2021/12/22,"","",0,"",,,,,,,,,"",,"",Yes
The Woman in the Purple Skirt,Natsuko Imamura,Lucy North (Translator),9780143136026,hardcover,to-read,2022/12/09,"","",0,"",,,,,,,,,"",,"",No
His Dark Materials,Philip Pullman,"",9781841593425,hardcover,to-read,2017/01/08,"","",0,"",,,,,,,,,"",,fantasy,Yes
Korea: A History,Eugene Y. Park,"",9781503629844,paperback,to-read,2022/06/24,"","",0,"",,,,,,,,,"",,"",No
Brave New World,Aldous Huxley,"",9780375712364,hardcover,to-read,2017/01/15,"","",0,"",,,,,,,,,"",,"literary-fiction, classics",Yes
River of Blue Fire,Tad Williams,"",9780886778446,paperback,to-read,2017/12/09,"","",0,"",,,,,,,,,"",,fantasy,No
Cult Classic,Sloane Crosley,"",9780374603397,hardcover,to-read,2022/09/03,"","",0,"",,,,,,,,,"",,"",No
Assembly,Natasha Brown,"",9780241515709,hardcover,to-read,2022/07/29,"","",0,"",,,,,,,,,"",,"",No
Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,"",9780374214913,hardcover,to-read,2023/01/02,"","",0,"",,,,,,,,,"",,"",No
Destiny Disrupted: A History of the World Through Islamic Eyes,Tamim Ansary,"","",hardcover,to-read,2022/06/12,"","",0,"",,,,,,,,,"",,"",No
Never Let Me Go,Kazuo Ishiguro,"",9781400078776,paperback,to-read,2021/12/11,"","",0,"",,,,,,,,,"",,"",Yes
Red Rising,Pierce Brown,"",9780345539786,hardcover,to-read,2017/02/12,"","",0,"",,,,,,,,,"",,fantasy,No
The Adventures of Fat Rice: Recipes from the Chicago Restaurant Inspired by Macau,"Hugh Amano, Adrienne Lo, Abraham Conlon","",,,to-read,2018/06/27,"","",0,"",,,,,,,,,"",,cookbooks,No
The Thousand Crimes of Ming Tsu,Tom Lin,"",9780316542159,hardcover,to-read,2022/06/25,"","",0,"",,,,,,,,,"",,"",Yes
Stoner,John Williams,John McGahern (Contributor),9781590171998,paperback,read,2022/06/08,2022/09/09,2022/08/31-2022/09/09,1,"dark, emotional, sad",fast,Character,Yes,Yes,"","",5.0,"",Graphic: Death and Cancer; ,"","",Yes
King Arthur and His Knights: Selected Tales,Sir Thomas Malory,"",9780195019056,paperback,to-read,2018/06/09,"","",0,"",,,,,,,,,"",,"classics, historical-fiction",No
Mrs. Dalloway,Virginia Woolf,Maureen Howard,9780151009985,hardcover,to-read,2021/12/06,"","",0,"",,,,,,,,,"",,"",No
Do Androids Dream of Electric Sheep?,Philip K. Dick,"",1568658559,hardcover,to-read,2017/01/06,"","",0,"",,,,,,,,,"",,science-fiction,Yes
Devil House,John Darnielle,"",9780374212230,hardcover,to-read,2022/03/17,"","",0,"",,,,,,,,,"",,"",No
The Adventures of Huckleberry Finn,Mark Twain,"",9780142437179,paperback,to-read,2021/05/20,"","",0,"",,,,,,,,,"",,"",No
The Golden Hand,Edith Simon,"",B0017YECUM,paperback,to-read,2022/07/04,"","",0,"",,,,,,,,,"",,"",No
Bleak Seasons,Glen Cook,"",9780312861056,paperback,to-read,2015/07/19,"","",0,"",,,,,,,,,"",,fantasy,No
Self-Help,Lorrie Moore,"",9780307277299,paperback,to-read,2022/01/15,"","",0,"",,,,,,,,,"",,"",No
The Romance of American Communism,Vivian Gornick,"",9781788735506,paperback,to-read,2021/05/02,"","",0,"",,,,,,,,,"",,"",No
Let's Cook Japanese Food!: Everyday Recipes for Home Cooking,"Amy Kaneko, Deborah Ory","",,,to-read,2018/06/27,"","",0,"",,,,,,,,,"",,cookbooks,No
The Catcher in the Rye,J.D. Salinger,"",9780316769174,paperback,to-read,2017/01/04,"","",0,"",,,,,,,,,"",,literary-fiction,No
A Deadly Education,Naomi Novik,"",9780593128480,hardcover,to-read,2022/03/25,"","",0,"",,,,,,,,,"",,"",No
The Haunting of Hajji Hotak and Other Stories,Jamil Jan Kochai,"",9780593297193,hardcover,to-read,2022/09/03,"","",0,"",,,,,,,,,"",,"",No
The Idiot,Fyodor Dostoevsky,"Constance Garnett (Translator), Martin Geeson (Translator), Eva M. Martin (Translator), Anna Brailovsky (Translator)",9780679642428,paperback,to-read,2022/06/08,"","",0,"",,,,,,,,,"",,"",No
"David Tanis Market Cooking: Recipes and Revelations, Ingredient by Ingredient",David Tanis,"",9781579656287,hardcover,to-read,2018/06/27,"","",0,"",,,,,,,,,"",,cookbooks,No
What I Talk about When I Talk about Running,Haruki Murakami,"",,,to-read,2022/01/08,"","",0,"",,,,,,,,,"",,"",No
Harry Potter and the Half-Blood Prince,J.K. Rowling,"",9780747581086,hardcover,to-read,2016/05/20,"","",0,"",,,,,,,,,"",,fantasy,No
Before the Coffee Gets Cold,Toshikazu Kawaguchi,Geoffrey Trousselot (Translator),9781529029581,paperback,read,2022/01/12,2022/01/31,2022/01/29-2022/01/31,1,"hopeful, inspiring, reflective",,Plot,Yes,Yes,Yes,No,4.5,"","","","",Yes
Naked,David Sedaris,"",9780316777735,paperback,to-read,2022/06/12,"","",0,"",,,,,,,,,"",,"",No
"Debt: The First 5,000 Years",David Graeber,"",9781933633862,hardcover,read,2022/01/23,2022/08/03,2022/08/03-2022/08/03,1,"",,,,,,,5.0,"","","","",No
Bliss Montage,Ling Ma,"",9780374293512,hardcover,to-read,2022/08/30,"","",0,"",,,,,,,,,"",,"",No
The Paper Menagerie and Other Stories,Ken Liu,"",9781481442541,hardcover,to-read,2017/01/15,"","",0,"",,,,,,,,,"",,science-fiction,No
After the Banquet,Yukio Mishima,"",,,read,2022/06/25,2022/08/03,2022/07/26-2022/08/03,1,"reflective, relaxing, sad",slow,Character,"","","","",2.25,"","","","",No
Capital Is Dead: Is This Something Worse?,McKenzie Wark,"",9781788735308,hardcover,to-read,2022/01/15,"","",0,"",,,,,,,,,"",,"",No
"The Sandman, Vol. 2: The Doll's House",Neil Gaiman,"Malcolm Jones III (Illustrator), Mike Dringenberg (Illustrator), Michael Zulli (Illustrator), Todd Klein (Illustrator), Steve Parkhouse (Illustrator), Chris Bachalo (Illustrator)",9781563892257,hardcover,to-read,2015/08/15,"","",0,"",,,,,,,,,"",,fantasy,No
Feet of Clay,Terry Pratchett,"",9781473200241,hardcover,to-read,2017/05/15,"","",0,"",,,,,,,,,"",,fantasy,No
Several People Are Typing,Calvin Kasulke,"",9780385547222,hardcover,read,2022/08/18,2022/08/20,2022/08/18-2022/08/20,1,lighthearted,fast,"","","","","",3.0,"","","","",Yes
La Belle Sauvage,Philip Pullman,"",9780385604413,hardcover,to-read,2017/02/14,"","",0,"",,,,,,,,,"",,fantasy,No
The Drawing of the Three,Stephen King,"","",audio,to-read,2022/07/24,"","",0,"",,,,,,,,,"",,"",No
The Burnout Society,Byung-Chul Han,"",9780804795098,paperback,to-read,2022/09/26,"","",0,"",,,,,,,,,"",,"",No
Outline,Rachel Cusk,"",9780571346769,paperback,to-read,2023/02/08,"","",0,"",,,,,,,,,"",,"",Yes
The Republic,Plato,"Desmond Lee, Maria Helena da Rocha Pereira, Benjamin Jowett",9780140449143,paperback,to-read,2022/06/08,"","",0,"",,,,,,,,,"",,"",No
The Song of Achilles,Madeline Miller,"",9781408816035,hardcover,to-read,2022/01/13,"","",0,"",,,,,,,,,"",,"",No
Afterparties,Anthony Veasna So,"",9780063049901,hardcover,to-read,2022/03/14,"","",0,"",,,,,,,,,"",,"",No
Black No More,George S. Schuyler,"",9780241505724,paperback,to-read,2023/02/08,"","",0,"",,,,,,,,,"",,"",Yes
Lonely Castle in the Mirror,Mizuki Tsujimura,"",9781473578470,digital,to-read,2021/12/31,"","",0,"",,,,,,,,,"",,"",Yes
Blood Sisters,"Ji yoon Lee, Kim Yideum","",,,to-read,2023/01/01,"","",0,"",,,,,,,,,"",,"",No
The Penguin Book of Japanese Short Stories,Jay Rubin,"Haruki Murakami (Contributor), Jay Rubin (Translator), Jay Rubin (Translator)",9780141395623,hardcover,to-read,2019/05/27,"","",0,"",,,,,,,,,"",,poetry,No
